# started on Wed Mar  9 16:09:42 2022

     6.027416158	19673766		r014	345005465	100.00		
     6.027416158	158252		r015	345002185	100.00		
     6.529398940	51192348		r011	360269583	100.00		
     6.529398940	318305		r010	360272551	100.00		
     6.529398940	7880213		r012	360274583	100.00		
     6.529398940	15486374		r013	360271458	100.00		
     6.529398940	19803248		r014	360271667	100.00		
     6.529398940	158274		r015	360273541	100.00		
     7.031321981	50879664		r011	353542451	100.00		
     7.031321981	317894		r010	353543180	100.00		
     7.031321981	7802278		r012	353548285	100.00		
     7.031321981	15299316		r013	353554534	100.00		
     7.031321981	19685918		r014	353559326	100.00		
     7.031321981	156827		r015	353560107	100.00		
     7.533694773	51308637		r011	363761405	100.00		
     7.533694773	317307		r010	363771666	100.00		
     7.533694773	8099956		r012	363768853	100.00		
     7.533694773	15968761		r013	363763385	100.00		
     7.533694773	20142634		r014	363760624	100.00		
     7.533694773	157858		r015	363757916	100.00		
     8.035760526	51440787		r011	351839582	100.00		
     8.035760526	314589		r010	351831041	100.00		
     8.035760526	8050476		r012	351831613	100.00		
     8.035760526	15894006		r013	351833383	100.00		
     8.035760526	20080505		r014	351834061	100.00		
     8.035760526	157000		r015	351835415	100.00		
     8.537583305	50802975		r011	365223382	100.00		
     8.537583305	306872		r010	365226558	100.00		
     8.537583305	8057753		r012	365224788	100.00		
     8.537583305	15886098		r013	365225934	100.00		
     8.537583305	19973977		r014	365225048	100.00		
     8.537583305	155394		r015	365225778	100.00		
     9.040906852	51180203		r011	361806614	100.00		
     9.040906852	311060		r010	361806823	100.00		
     9.040906852	8162922		r012	361805937	100.00		
     9.040906852	16136979		r013	361804218	100.00		
     9.040906852	20230273		r014	363180572	100.00		
     9.040906852	155130		r015	363210780	100.00		
     9.542887344	50879499		r011	364484382	100.00		
     9.542887344	308863		r010	364486309	100.00		
     9.542887344	8137273		r012	364493601	100.00		
     9.542887344	16033135		r013	364498184	100.00		
     9.542887344	19996205		r014	363123237	100.00		
     9.542887344	153438		r015	363095893	100.00		
    10.044550431	51160827		r011	369353854	100.00		
    10.044550431	309053		r010	369346093	100.00		
    10.044550431	8280659		r012	369343645	100.00		
    10.044550431	16409436		r013	369339271	100.00		
    10.044550431	20272360		r014	369340520	100.00		
    10.044550431	153055		r015	369337968	100.00		
    10.546836036	51257898		r011	354765832	100.00		
    10.546836036	309825		r010	354769634	100.00		
    10.546836036	8179659		r012	354769322	100.00		
    10.546836036	16191853		r013	354770884	100.00		
    10.546836036	20197265		r014	354770936	100.00		
    10.546836036	156713		r015	354772603	100.00		
    11.048806840	50366731		r011	345583851	100.00		
    11.048806840	305164		r010	345581612	100.00		
    11.048806840	8209980		r012	345578278	100.00		
    11.048806840	16213615		r013	345575830	100.00		
    11.048806840	20040027		r014	345572758	100.00		
    11.048806840	152191		r015	345570518	100.00		
    11.551113800	51035826		r011	360239274	100.00		
    11.551113800	304729		r010	360232711	100.00		
    11.551113800	8276056		r012	360232451	100.00		
    11.551113800	16360685		r013	360235576	100.00		
    11.551113800	20250933		r014	360232138	100.00		
    11.551113800	155167		r015	360230055	100.00		
    12.053059865	49946728		r011	350141929	100.00		
    12.053059865	290883		r010	350146200	100.00		
    12.053059865	8297841		r012	350149794	100.00		
    12.053059865	16519057		r013	350149325	100.00		
    12.053059865	20028719		r014	350155627	100.00		
    12.053059865	148534		r015	350157554	100.00		
    12.555251249	50271698		r011	372313491	100.00		
    12.555251249	300585		r010	372312815	100.00		
    12.555251249	8268659		r012	372307606	100.00		
    12.555251249	16363570		r013	372304481	100.00		
    12.555251249	20110471		r014	372301044	100.00		
    12.555251249	151034		r015	372301356	100.00		
    13.057262889	49804375		r011	387415209	100.00		
    13.057262889	302689		r010	387338750	100.00		
    13.057262889	8899307		r012	387289219	100.00		
    13.057262889	17482811		r013	387238855	100.00		
    13.057262889	20786527		r014	387189219	100.00		
    13.057262889	149101		r015	387140157	100.00		
    13.559628654	51175951		r011	367717085	100.00		
    13.559628654	312202		r010	367792866	100.00		
    13.559628654	8269174		r012	367841512	100.00		
    13.559628654	16313261		r013	367890731	100.00		
    13.559628654	20551400		r014	367939064	100.00		
    13.559628654	152131		r015	367987450	100.00		
    14.061784465	68457662		r011	478852344	100.00		
    14.061784465	398461		r010	479000312	100.00		
    14.061784465	9041537		r012	479104583	100.00		
    14.061784465	17144580		r013	479207552	100.00		
    14.061784465	24543790		r014	479315885	100.00		
    14.061784465	216309		r015	479416041	100.00		
    14.564540605	51993525		r011	406285625	100.00		
    14.564540605	231812		r010	406150626	100.00		
    14.564540605	6974193		r012	406062657	100.00		
    14.564540605	11468879		r013	405973386	100.00		
    14.564540605	16785507		r014	405879480	100.00		
    14.564540605	115936		r015	405791303	100.00		
    15.066834076	48862472		r011	468512967	100.00		
    15.066834076	63760		r010	468521717	100.00		
    15.066834076	6471097		r012	468523383	100.00		
    15.066834076	15191114		r013	468525050	100.00		
    15.066834076	14889521		r014	468526508	100.00		
    15.066834076	342076		r015	468528696	100.00		
    15.568891136	52330826		r011	499836200	100.00		
    15.568891136	120165		r010	499828857	100.00		
    15.568891136	7306006		r012	499825732	100.00		
    15.568891136	17585039		r013	499825575	100.00		
    15.568891136	18356162		r014	499825107	100.00		
    15.568891136	424679		r015	499825419	100.00		
    16.033745093	51969081		r011	466056514	100.00		
    16.033745093	163581		r010	465966357	100.00		
    16.033745093	7842920		r012	465902868	100.00		
    16.033745093	16436783		r013	465838441	100.00		
    16.033745093	21031550		r014	465774691	100.00		
    16.033745093	205811		r015	465711826	100.00		
