#Run Duration (ms)	Benchmark	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	EXC_TAKEN	L1I_CACHE	L2D_CACHE	BUS_ACCESS	BUS_CYCLES
0.500461647	dedup	307.2	39.0	5.072	0.405	148478158	10992	61363549	4645135	4083935	148477248
1.001186528	dedup	307.2	39.0	5.064	0.405	150554148	12519	57241452	5114911	4392262	150585424
1.501761615	dedup	307.2	39.5	5.064	0.405	151750399	12952	58028543	5105921	4660252	151746899
2.002324721	dedup	307.2	39.5	5.072	0.405	148313619	12998	57283737	4973067	4450774	148316002
2.503097832	dedup	307.2	39.0	5.064	0.405	147837087	13011	56788212	4970333	4768995	147835580
3.003648751	dedup	307.2	39.0	5.064	0.405	149059254	13132	58376211	4927750	4561301	149056487
3.504235139	dedup	307.2	39.5	5.072	0.405	149374399	13205	58552099	4940964	4616432	149375257
4.004922414	dedup	307.2	39.0	5.072	0.405	150841735	13216	59926480	4878647	4582038	150840153
4.505609272	dedup	307.2	39.0	5.064	0.405	151914242	12748	60663160	4858534	4488527	151881668
4.776300984	dedup	307.2	39.5	5.064	0.405	102133675	9383	36873209	3839890	4257651	102132856
0.500526899	dedup	307.2	39.0	5.072	0.405	148900544	11032	61594634	4669529	4217224	148930659
1.001304481	dedup	307.2	39.5	5.064	0.405	150470353	12641	57088483	5163996	4561171	150471498
1.501985185	dedup	307.2	39.0	5.072	0.405	152115310	12852	58330974	5155733	4683834	152110811
2.002838080	dedup	307.2	39.0	5.064	0.405	149504285	13047	57535866	5043634	4647183	149505493
2.503954053	dedup	307.2	39.0	5.072	0.405	149669829	13259	57641599	5046073	4594706	149669114
3.004631319	dedup	307.2	39.5	5.072	0.405	151439865	13417	59465706	5016659	4696991	151438859
3.505318793	dedup	307.2	39.0	5.064	0.405	151142606	13367	59349271	5001839	4650671	151140450
4.006001215	dedup	307.2	39.0	5.072	0.405	151208044	13290	59984729	4918452	4628992	151206536
4.506801764	dedup	307.2	39.0	5.072	0.405	154799934	13063	61405665	4930132	4627118	154801616
4.737244883	dedup	307.2	39.0	5.064	0.405	86653920	8118	31538162	3298042	3684048	86620806
0.500549130	dedup	307.2	39.5	5.072	0.446	148802866	10974	61401193	4760929	4214243	148834439
1.001291910	dedup	307.2	39.0	5.064	0.405	152005398	12708	57696715	5224852	4594748	152003742
1.501980627	dedup	307.2	39.0	5.072	0.405	151667704	12847	58222644	5142086	4548115	151665352
2.002743980	dedup	307.2	39.0	5.064	0.405	150167388	13059	57906697	5083141	4627544	150167124
2.503434154	dedup	307.2	39.0	5.072	0.405	150574630	13337	58017334	5095253	4648012	150572458
3.004126828	dedup	307.2	38.5	5.072	0.405	152377975	13464	59858110	5062591	4674047	152377712
3.504780438	dedup	307.2	39.0	5.064	0.405	148630421	13201	58381952	4927798	4530409	148629904
4.005482852	dedup	307.2	39.0	5.072	0.405	150321997	13149	59603839	4923644	4601072	150323256
4.506197401	dedup	307.2	39.0	5.072	0.405	152076989	12718	60436852	4899608	4607827	152073080
4.753772639	dedup	307.2	38.5	5.064	0.405	92312689	8578	33119854	3549328	4022810	92282387
0.500304378	dedup	403.2	39.0	5.064	0.526	198379160	15111	79412086	6262194	5552752	198411541
1.000807509	dedup	403.2	39.0	5.064	0.486	199697046	16601	75319008	6653874	5957356	199693073
1.501395277	dedup	403.2	39.0	5.064	0.486	199162581	17133	75760575	6569150	5899488	199176377
2.001846480	dedup	403.2	39.0	5.064	0.486	198255590	17403	75975006	6537015	5931799	198240113
2.502412268	dedup	403.2	39.0	5.064	0.486	197866402	17446	76793514	6443131	5976895	197865690
3.002871961	dedup	403.2	39.0	5.064	0.486	197539746	17237	77356961	6337310	5918311	197538300
3.503366966	dedup	403.2	39.0	5.064	0.486	211404606	18059	81535166	6689497	6137312	211372029
3.599754203	dedup	403.2	39.0	5.064	0.486	48706403	4123	17337629	2024594	2776548	48705857
0.500426612	dedup	403.2	39.0	5.064	0.486	196277347	14908	78539604	6185815	5510751	196309217
1.000939423	dedup	403.2	39.5	5.064	0.486	198417017	16552	75091243	6615878	5827430	198415973
1.501388014	dedup	403.2	39.5	5.064	0.486	197839871	17013	75497155	6546248	5851144	197837660
2.001961711	dedup	403.2	39.0	5.064	0.486	198857538	17484	76027143	6563828	6031674	198856737
2.502573430	dedup	403.2	39.5	5.064	0.486	199315068	17561	77543918	6512938	5976342	199315914
3.003125876	dedup	403.2	39.5	5.064	0.486	196878271	17158	77146169	6379138	5927813	196875551
3.503715042	dedup	403.2	39.0	5.064	0.486	212860224	18183	82050837	6724503	6213535	212916020
3.628260459	dedup	403.2	39.0	5.064	0.486	55212225	4694	20140177	2304826	3043588	55121984
0.500312591	dedup	403.2	39.0	5.064	0.486	196601773	14866	78726179	6148176	5392331	196632998
1.000830551	dedup	403.2	39.0	5.064	0.486	198781825	16492	75071228	6567929	5853674	198782112
1.501378771	dedup	403.2	39.0	5.064	0.486	196827059	16868	74893650	6479587	5819890	196823730
2.001824958	dedup	403.2	39.5	5.064	0.486	199655499	17469	76289996	6496152	5955834	199655005
2.502543233	dedup	403.2	39.0	5.064	0.486	198791049	17447	77305908	6395053	5907396	198791153
3.003465784	dedup	403.2	39.0	5.064	0.486	198459897	17342	77569507	6343761	5882034	198457492
3.503943637	dedup	403.2	39.0	5.064	0.486	205592060	17244	80325368	6418468	6004077	205616939
3.666901454	dedup	403.2	39.0	5.064	0.486	80612237	7510	28858574	3050041	3459676	80553430
0.500353366	dedup	518.4	39.0	5.064	0.567	253874839	19501	99477003	7906058	6949880	253907355
1.000852203	dedup	518.4	39.0	5.064	0.567	255365716	21261	95876673	8262372	7372567	255365615
1.501235048	dedup	518.4	39.0	5.064	0.567	252660499	21839	95342135	8158258	7512150	252659114
2.001706019	dedup	518.4	39.0	5.064	0.567	255813537	22176	98207188	8127899	7518638	255811251
2.502084697	dedup	518.4	39.0	5.056	0.566	254567612	21885	98966192	7955120	7455252	254564120
2.841026581	dedup	518.4	39.0	5.064	0.567	196008626	16884	73167051	6488913	6652554	195974932
0.500347838	dedup	518.4	39.0	5.064	0.567	254037887	19454	99445515	7935395	7109018	254071216
1.000785625	dedup	518.4	39.0	5.056	0.567	254882892	21279	95636058	8245900	7462292	254881193
1.501155078	dedup	518.4	39.0	5.064	0.567	253513272	21898	95585923	8161301	7607229	253510338
2.001638126	dedup	518.4	39.0	5.064	0.567	254378426	22137	97528293	8066858	7587378	254377830
2.502028360	dedup	518.4	39.0	5.064	0.567	253721482	21844	98556461	7924683	7457054	253720585
2.832547255	dedup	518.4	39.5	5.056	0.566	192987567	16618	71817144	6435322	6656359	192952027
0.500335279	dedup	518.4	39.0	5.064	0.567	253307282	19381	99123393	7923522	7005965	253341487
1.000757955	dedup	518.4	39.0	5.056	0.567	255508658	21284	95904449	8248709	7517614	255503861
1.501215736	dedup	518.4	39.5	5.056	0.566	253966239	21882	96075922	8144705	7378758	253965421
2.001989877	dedup	518.4	39.5	5.064	0.567	252285658	21910	96653674	7992755	7494398	252287143
2.502453387	dedup	518.4	39.0	5.064	0.567	254588108	21837	99189184	7906429	7388569	254584177
2.840394721	dedup	518.4	39.0	5.056	0.606	195862120	16869	72630308	6493057	6750777	195827807
0.500231103	dedup	614.4	39.0	5.064	0.647	300282473	22971	115062067	9305627	8167675	300317228
1.000626741	dedup	614.4	39.0	5.056	0.647	301307945	25121	111359123	9632010	8855293	301304794
1.500959305	dedup	614.4	39.0	5.056	0.687	301929813	25970	113123224	9529458	8786192	301928135
2.001375308	dedup	614.4	39.0	5.056	0.647	303912045	26101	115939855	9439109	8828072	303910608
2.420443399	dedup	614.4	39.0	5.056	0.647	277593204	23543	103528817	8906372	8919655	277556329
0.500512822	dedup	614.4	39.0	5.064	0.607	302617176	23061	116096579	9283284	8315835	302647231
1.000899495	dedup	614.4	38.5	5.056	0.647	301659663	25097	111768959	9562778	8837234	301662398
1.501246220	dedup	614.4	39.0	5.056	0.647	301598798	25833	113006593	9448229	8904787	301598613
2.001553985	dedup	614.4	39.0	5.056	0.647	301703144	25788	114858101	9325398	8821501	301664057
2.430116744	dedup	614.4	39.0	5.056	0.647	282921845	23954	105198887	9005697	9173031	282920109
0.500327187	dedup	614.4	39.0	5.064	0.607	300961327	23077	115663078	9237800	8229648	300993980
1.000743959	dedup	614.4	39.0	5.056	0.647	303267682	25276	112597983	9612406	8642705	303264917
1.501149950	dedup	614.4	39.0	5.056	0.647	302591004	26040	113952186	9523627	8714943	302593134
2.001487918	dedup	614.4	39.5	5.056	0.647	302095077	25870	115354440	9331809	8684690	302092079
2.409898542	dedup	614.4	39.0	5.056	0.647	268507570	22751	100119007	8585050	8699964	268470500
0.500294681	dedup	710.4	39.0	5.056	0.687	346762921	26358	130932697	10610147	9384457	346797704
1.000637696	dedup	710.4	39.0	5.056	0.728	351668821	29173	129164824	11030174	10084081	351666588
1.501027951	dedup	710.4	39.0	5.056	0.728	350301658	29621	130608544	10799443	10136851	350301092
2.001414300	dedup	710.4	39.0	5.056	0.728	351003444	28953	133377367	10542737	9849873	350998206
2.106676603	dedup	710.4	39.0	5.056	0.728	94505885	7997	32445703	3408672	4019823	94471145
0.500247748	dedup	710.4	39.0	5.056	0.687	349658148	26648	132018664	10714916	9429204	349656237
1.000591278	dedup	710.4	39.0	5.056	0.728	348519519	28992	127860196	10962706	9946537	348552857
1.500980330	dedup	710.4	39.0	5.056	0.728	349606088	29558	130547489	10838471	10010578	349606433
2.001290422	dedup	710.4	39.5	5.056	0.728	349900766	28951	132728386	10535049	9812168	349898182
2.120920569	dedup	710.4	39.5	5.056	0.728	103228617	9114	36058810	3593594	3904116	103191323
0.500290348	dedup	710.4	39.0	5.056	0.687	350413262	26680	132525442	10670793	9387529	350447589
1.000711479	dedup	710.4	39.0	5.056	0.728	352011908	29184	129197644	10995354	9980532	352008726
1.501025680	dedup	710.4	39.0	5.056	0.728	350806895	29678	130776976	10798968	10010771	350804118
2.001330923	dedup	710.4	39.0	5.056	0.728	354086190	29246	134207551	10552698	9816982	354086779
2.105723570	dedup	710.4	39.0	5.056	0.728	91866040	8120	31815802	3275886	3798522	91829299
0.500186121	dedup	921.6	39.0	5.048	0.766	453153061	33876	165468190	13536238	11941955	453189514
1.000547767	dedup	921.6	39.0	5.04	0.927	453410805	36884	163529432	13669100	12436387	453406473
1.500885401	dedup	921.6	39.5	5.04	0.887	452371523	36775	166450959	13304908	12464906	452370977
1.686319854	dedup	921.6	39.5	5.04	0.887	190459884	15595	66843359	5966767	6212872	190420546
0.500181741	dedup	921.6	39.5	5.056	0.768	453483689	34060	165156690	13546149	12142686	453518585
1.000516975	dedup	921.6	39.5	5.048	0.888	447445876	36663	160617275	13510568	12346902	447443612
1.500848667	dedup	921.6	39.5	5.048	0.888	453231867	37215	166735661	13298506	12459719	453230219
1.686300826	dedup	921.6	39.0	5.048	0.888	183508529	14639	63955322	5827305	6196884	183469488
0.500182882	dedup	921.6	39.0	5.056	0.808	450008693	33808	164690299	13340808	11822951	450047720
1.000474725	dedup	921.6	39.0	5.048	0.888	452340543	36968	162906760	13506824	12479459	452333822
1.500803235	dedup	921.6	39.5	5.048	0.928	449410132	36673	166805084	13133299	12185881	449408877
1.678401692	dedup	921.6	39.5	5.04	0.888	182156618	15092	63201644	5756513	6030920	182117349
0.500179909	dedup	1036.8	40.0	5.056	0.808	509010294	37920	182398691	14840363	13116480	509048728
1.000511905	dedup	1036.8	39.5	5.048	0.969	510867476	41389	181403622	15004807	13636216	510866144
1.500792388	dedup	1036.8	39.5	5.048	0.969	525448394	42453	188318668	15476816	14943382	525463831
1.515457374	dedup	1036.8	40.0	5.048	0.969	17856626	1432	5864806	513444	517529	17796072
0.500180373	dedup	1036.8	39.5	5.056	0.808	507132292	37705	181968533	14760686	13013426	507171596
1.000453405	dedup	1036.8	39.5	5.048	0.969	504049273	40644	178809937	14747576	13528873	504044347
1.500721176	dedup	1036.8	39.5	5.048	0.969	524454679	41845	187973789	15006342	13947883	524518643
1.538378140	dedup	1036.8	39.5	5.048	0.969	50482046	4320	17346510	1817949	2409360	50375584
0.500174328	dedup	1036.8	39.5	5.056	0.768	512485014	38287	183739537	14996860	13273519	512523937
1.000463241	dedup	1036.8	39.0	5.048	0.928	513695158	41707	182719332	15148008	13794364	513692853
1.491030968	dedup	1036.8	39.0	5.048	0.969	524695892	42408	187573681	15453392	14961444	524651441
0.500224169	dedup	1132.8	40.0	5.048	0.808	552794395	40789	195705085	16088036	14426707	552831267
1.000503964	dedup	1132.8	39.5	5.048	1.009	543696569	43587	191061366	15887612	14767239	543698646
1.411685387	dedup	1132.8	39.5	5.048	1.049	477241757	38102	168887419	13960895	13812403	477194870
0.500170414	dedup	1132.8	39.0	5.048	0.928	551496246	40752	195208077	15921426	14098513	551533337
1.000436664	dedup	1132.8	39.5	5.048	1.049	549995793	44052	193294638	15958806	14721147	549991701
1.406662618	dedup	1132.8	40.0	5.048	1.048	472701733	37607	166613801	13840435	13423744	472660782
0.500236714	dedup	1132.8	40.0	5.048	0.808	554244205	41025	197175422	15917376	13954514	554284632
1.000507804	dedup	1132.8	40.0	5.048	1.009	549917070	43800	193709480	15950209	14566097	549914809
1.419971941	dedup	1132.8	40.0	5.04	1.048	491899918	38912	173787099	14333746	13898184	491854129
0.500219783	dedup	1224.0	39.5	5.048	0.928	596328832	43898	208336547	17037856	14992059	596367369
1.000503734	dedup	1224.0	40.0	5.04	1.169	602890930	47743	209463201	17256401	15753270	602884476
1.311220611	dedup	1224.0	39.5	5.04	1.209	399518696	31298	138844168	11574418	11492125	399478668
0.500163425	dedup	1224.0	39.5	5.048	1.009	601807066	44315	210725111	17251228	14996075	601846665
1.000424560	dedup	1224.0	39.5	5.04	1.169	600090170	47914	209584319	17184158	15581965	600089375
1.310076517	dedup	1224.0	40.0	5.04	1.169	392954194	30808	136437039	11305486	11100920	392907585
0.500170037	dedup	1224.0	40.0	5.048	1.049	603715567	44453	210378010	17179183	15340295	603756552
1.000427210	dedup	1224.0	40.5	5.04	1.169	602577395	48067	210599412	17194247	15724989	602576175
1.298323666	dedup	1224.0	40.0	5.04	1.169	383183924	29693	132447742	11125251	11105508	383136361
0.500258316	dedup	1428.0	40.0	5.032	1.247	704443088	50927	239597920	19473063	17338788	704484661
1.000482777	dedup	1428.0	40.5	5.032	1.487	706534781	54681	242855947	19414589	17964384	706528393
1.142187108	dedup	1428.0	41.0	5.024	1.567	218559647	16368	70654073	6244045	6558946	218516776
0.500287897	dedup	1428.0	41.0	5.032	1.209	705148920	50952	238892789	19538076	17469715	705194328
1.000527147	dedup	1428.0	40.0	5.032	1.487	702269678	54348	240499638	19274949	17683862	702260325
1.155021632	dedup	1428.0	41.0	5.024	1.527	237363349	18045	78252035	6762219	6955009	237319489
0.500159141	dedup	1428.0	40.5	5.032	1.328	703623132	50997	240388088	19576446	17282169	703667237
1.000395264	dedup	1428.0	41.0	5.024	1.487	706228379	54455	242728983	19460828	17999326	706226929
1.146793646	dedup	1428.0	40.5	5.024	1.527	223100061	16900	73404457	6403944	6637628	223049587
0.500198150	dedup	1479.0	40.5	5.024	1.286	732785935	53100	247928370	20139196	17843429	732832985
1.000494427	dedup	1479.0	41.5	5.016	1.564	731626045	55827	249274259	19837653	18351123	731623801
1.099879044	dedup	1479.0	41.5	5.008	1.642	170261987	12791	55051488	5018477	5349929	170209397
0.500146011	dedup	1479.0	41.0	5.032	1.288	726696683	52686	246458705	20133185	17629069	726740466
1.000378170	dedup	1479.0	41.0	5.024	1.567	729508905	55717	249260704	19904677	18296345	729499153
1.104202043	dedup	1479.0	41.0	5.024	1.647	176730972	13604	56605096	5187554	5616433	176689108
0.500202729	dedup	1479.0	40.5	5.032	1.368	728165146	52579	246008253	20080797	17698351	728205734
1.000436864	dedup	1479.0	42.0	5.024	1.607	732244145	55753	249494919	19937951	18381368	732241505
1.110118563	dedup	1479.0	41.0	5.024	1.647	180842411	13919	57974511	5271457	5564022	180796511
0.501333165	fluidanimate	102.0	40.0	5.072	0.243	49030954	2558	24358275	1317849	1118814	49059098
1.003795206	fluidanimate	102.0	40.0	5.072	0.202	48396762	4103	18007422	1824536	1563779	48396937
1.506389855	fluidanimate	102.0	40.0	5.072	0.202	48164535	4037	18038712	1815926	1627581	48195709
2.008312406	fluidanimate	102.0	40.0	5.072	0.243	48934818	4187	18437835	1809138	1592307	48903849
0.501269671	fluidanimate	102.0	39.5	5.08	0.243	49433253	2674	24579554	1302099	1107883	49461032
1.003716500	fluidanimate	102.0	40.0	5.08	0.203	50276431	4358	18905512	1877704	1579410	50279038
1.505245291	fluidanimate	102.0	39.5	5.08	0.203	49845789	4181	18846008	1842187	1541354	49844369
2.007389041	fluidanimate	102.0	39.5	5.08	0.203	47528892	4048	18028970	1756869	1408817	47553604
0.501098674	fluidanimate	102.0	39.5	5.08	0.243	48257273	2493	24117721	1313635	1073924	48257056
1.004447550	fluidanimate	102.0	39.5	5.08	0.203	48741985	4212	18263380	1824929	1520552	48770482
1.506439367	fluidanimate	102.0	39.5	5.08	0.203	48800379	4115	18388182	1821417	1531925	48800870
2.008240607	fluidanimate	102.0	39.5	5.08	0.203	48453135	4064	18333606	1790632	1502515	48452780
0.500711528	fluidanimate	204.0	39.0	5.072	0.324	100118783	6928	43338765	3100257	2808271	100148774
1.001765824	fluidanimate	204.0	39.5	5.072	0.324	101772483	8604	38554348	3548618	3103834	101741379
1.502563917	fluidanimate	204.0	39.5	5.072	0.324	100610979	8285	38807939	3511006	3096902	100639130
2.003497272	fluidanimate	204.0	39.5	5.072	0.324	101681270	8641	39063657	3516973	3186442	101682677
2.504303802	fluidanimate	204.0	39.5	5.072	0.324	100074216	8650	38822807	3452565	3136962	100072984
3.005418568	fluidanimate	204.0	39.0	5.072	0.324	101094938	8874	39322364	3484764	3203209	101093795
3.506587345	fluidanimate	204.0	39.5	5.072	0.324	100198504	8992	38987256	3443009	3121952	100198553
4.007535440	fluidanimate	204.0	39.5	5.072	0.324	101202856	8950	39791495	3445920	3122273	101203042
4.508521401	fluidanimate	204.0	39.5	5.072	0.324	99515093	8776	39397542	3367747	3058804	99514038
5.009317201	fluidanimate	204.0	39.5	5.072	0.284	99940897	8918	39630167	3380554	3149560	99940385
5.510443216	fluidanimate	204.0	39.5	5.072	0.324	100071214	9003	39609651	3393007	3162789	100070829
6.011436781	fluidanimate	204.0	39.5	5.072	0.284	100087913	8825	40438918	3309013	3033406	100085182
6.512356594	fluidanimate	204.0	39.0	5.072	0.324	100270522	8624	40167337	3346257	3040026	100270784
7.013421515	fluidanimate	204.0	39.0	5.072	0.324	122468211	11402	46314324	4052038	3767455	122478363
7.257802027	fluidanimate	204.0	39.5	5.072	0.284	52149149	2186	26824734	1093116	1485666	52107887
0.500718453	fluidanimate	204.0	39.5	5.072	0.324	98466497	6808	42841244	3042715	2662560	98497255
1.001812903	fluidanimate	204.0	39.5	5.072	0.324	101224443	8618	38231017	3569354	3111438	101247944
1.502657817	fluidanimate	204.0	39.5	5.072	0.324	99716262	8304	38239558	3465176	3004730	99691363
2.003629661	fluidanimate	204.0	39.5	5.072	0.324	100339311	8505	38730416	3476031	3047102	100338046
2.504592129	fluidanimate	204.0	39.5	5.072	0.324	100817879	8637	38891212	3489319	3139446	100815372
3.005540847	fluidanimate	204.0	39.5	5.072	0.324	100426201	8823	38831445	3476146	3193226	100425122
3.506539775	fluidanimate	204.0	39.5	5.072	0.324	101072094	8933	39147744	3474430	3134716	101081372
4.007352344	fluidanimate	204.0	39.5	5.072	0.324	99753340	8938	38982657	3408155	3076485	99744498
4.508255644	fluidanimate	204.0	39.0	5.072	0.324	100018646	8776	39414413	3402797	3111496	100018611
5.009251967	fluidanimate	204.0	39.5	5.072	0.324	100916197	9025	39739986	3419111	3122258	100915506
5.510471993	fluidanimate	204.0	39.5	5.072	0.324	101099149	9087	39892751	3418121	3251993	101098577
6.011457274	fluidanimate	204.0	39.5	5.072	0.324	99716693	8810	39736528	3324381	3078858	99714789
6.512454742	fluidanimate	204.0	39.5	5.072	0.324	100208463	8597	40836690	3306168	3055629	100207027
7.013288301	fluidanimate	204.0	39.5	5.064	0.324	115034894	10231	43393938	3809798	3336428	115039921
7.374168094	fluidanimate	204.0	39.5	5.056	0.324	84116333	5481	38817093	2210949	2663144	84081087
0.500565791	fluidanimate	204.0	39.5	5.072	0.324	100062328	6961	43280596	3204700	2769509	100094259
1.001596280	fluidanimate	204.0	39.0	5.072	0.324	101419838	8480	38305443	3629511	3124796	101386745
1.502613591	fluidanimate	204.0	39.5	5.072	0.324	100901124	8401	38765781	3591812	3133847	100931020
2.003594963	fluidanimate	204.0	39.5	5.072	0.324	100761836	8588	38819505	3558223	3116112	100761698
2.504578367	fluidanimate	204.0	39.0	5.072	0.324	100479957	8638	38859456	3495315	3106230	100477127
3.005642867	fluidanimate	204.0	39.0	5.072	0.324	100231410	8894	38788373	3534164	3187260	100233540
3.506422204	fluidanimate	204.0	39.5	5.072	0.324	99964648	8869	38662673	3494096	3177058	99962339
4.007496078	fluidanimate	204.0	39.5	5.072	0.324	101838991	9021	39784153	3528480	3229848	101839851
4.508502712	fluidanimate	204.0	39.0	5.072	0.324	101147038	8952	39982767	3480541	3138777	101145511
5.009469032	fluidanimate	204.0	39.0	5.072	0.284	101543004	9054	40090183	3475996	3175024	101573797
5.510334517	fluidanimate	204.0	39.0	5.072	0.324	98822229	8815	38994657	3379665	3123925	98788157
6.011339587	fluidanimate	204.0	39.0	5.072	0.324	100864786	8984	40200258	3412267	3176314	100867157
6.512486276	fluidanimate	204.0	39.5	5.072	0.324	99950665	8595	40011487	3365404	3147748	99951624
7.013621557	fluidanimate	204.0	39.0	5.072	0.324	113253442	10354	42355860	3807632	3389769	113462245
7.316583876	fluidanimate	204.0	39.0	5.072	0.324	66243634	3462	33670104	1511099	2034522	66000515
0.501109499	fluidanimate	307.2	39.0	5.072	0.405	150853220	11150	62188791	4837219	4245341	151064087
1.001836802	fluidanimate	307.2	39.0	5.072	0.445	151502449	12598	57447072	5152343	4563959	151322490
1.502680409	fluidanimate	307.2	39.0	5.072	0.405	152230824	12829	58392995	5132268	4527430	152269276
2.003383858	fluidanimate	307.2	39.0	5.072	0.405	150219674	13259	58019317	5074924	4474380	150178560
2.504051889	fluidanimate	307.2	39.0	5.064	0.405	150910158	13380	58093213	5082004	4645431	150908326
3.004724868	fluidanimate	307.2	39.0	5.072	0.405	149836440	13220	58735475	4975217	4594835	149836140
3.505560766	fluidanimate	307.2	39.0	5.072	0.405	149933459	13401	58605056	4993168	4618041	149933436
4.006257548	fluidanimate	307.2	39.0	5.064	0.405	149519117	13183	59425245	4898100	4570351	149517568
4.507053967	fluidanimate	307.2	38.5	5.064	0.405	153186089	13063	60875406	4899902	4528273	153183839
4.889600861	fluidanimate	307.2	39.0	5.072	0.405	131886658	9812	55644808	3776718	4024377	131855483
0.500497974	fluidanimate	307.2	39.0	5.072	0.405	151814150	11292	62733032	4752822	4227247	151843288
1.001677315	fluidanimate	307.2	39.0	5.064	0.405	150369403	12424	57118379	5138360	4520468	150466758
1.502473836	fluidanimate	307.2	39.0	5.072	0.405	152123697	12926	58241098	5138552	4647366	152024933
2.003127178	fluidanimate	307.2	39.0	5.072	0.405	150803175	13277	57962988	5068402	4751417	150803857
2.503875573	fluidanimate	307.2	39.5	5.072	0.405	151663300	13427	58736420	5057845	4679184	151664850
3.004598394	fluidanimate	307.2	39.0	5.072	0.405	150232873	13297	58854401	4977403	4648025	150229543
3.505657629	fluidanimate	307.2	39.5	5.064	0.405	150112063	13395	59023132	4936174	4646551	150214397
4.006394982	fluidanimate	307.2	39.5	5.072	0.405	148478147	13145	58906786	4829909	4626305	148375256
4.507052021	fluidanimate	307.2	39.5	5.072	0.405	152663858	13026	60441093	4876715	4494471	152659659
4.841581486	fluidanimate	307.2	39.5	5.064	0.405	120150491	8823	51436260	3392003	3733923	120119635
0.500510003	fluidanimate	307.2	39.0	5.072	0.405	148630892	11004	61613037	4677217	4160327	148660588
1.001304335	fluidanimate	307.2	39.0	5.064	0.405	149531831	12542	56790452	5114332	4573952	149530904
1.501876371	fluidanimate	307.2	38.5	5.072	0.405	151578083	12778	58302258	5122834	4631401	151577709
2.002588722	fluidanimate	307.2	39.0	5.072	0.405	148257009	13033	57173027	5005728	4579025	148255613
2.503186227	fluidanimate	307.2	39.0	5.072	0.405	150717542	13413	58421332	5050769	4600547	150718555
3.003757325	fluidanimate	307.2	39.0	5.072	0.405	151022728	13347	59453088	5000758	4624163	151020033
3.504480717	fluidanimate	307.2	38.5	5.064	0.405	149900706	13416	58864661	4963859	4651958	149901428
4.005029836	fluidanimate	307.2	39.0	5.072	0.405	151527396	13428	60368108	4946291	4648410	151493825
4.505597132	fluidanimate	307.2	39.0	5.072	0.405	154915668	13220	61248215	4963164	4673609	154949614
4.844304440	fluidanimate	307.2	39.0	5.064	0.405	120978952	8876	51686799	3400996	3768352	120943361
0.500409947	fluidanimate	403.2	39.0	5.064	0.486	199207449	15156	79891192	6270598	5588557	199236442
1.001031878	fluidanimate	403.2	39.0	5.064	0.486	197586292	16303	74724217	6598931	5925462	197589212
1.501599433	fluidanimate	403.2	39.0	5.064	0.486	196051282	16891	74814308	6500920	5808617	196049205
2.002213342	fluidanimate	403.2	39.0	5.064	0.486	196699280	17219	75360797	6499221	5974486	196745968
2.502981474	fluidanimate	403.2	39.0	5.064	0.486	198203106	17351	76966590	6447964	6019231	198204154
3.003538351	fluidanimate	403.2	39.0	5.064	0.486	197825476	17444	77558127	6388624	6013507	197773843
3.504000122	fluidanimate	403.2	39.0	5.064	0.486	214618416	18573	82809098	6791639	6265153	214620195
3.714587551	fluidanimate	403.2	39.0	5.064	0.486	88364728	5699	39912749	2289205	2808015	88328491
0.500305152	fluidanimate	403.2	39.0	5.064	0.486	196007812	14804	78530529	6268145	5470747	196039543
1.000823954	fluidanimate	403.2	39.0	5.064	0.486	198422908	16363	74993418	6643253	5869484	198419663
1.501275463	fluidanimate	403.2	39.0	5.064	0.486	198396193	17049	75490976	6578668	6002012	198396657
2.001753535	fluidanimate	403.2	38.5	5.064	0.486	198940904	17376	76149882	6555838	6050220	198941787
2.502207336	fluidanimate	403.2	39.0	5.064	0.486	197762163	17445	77048691	6424321	5937098	197759398
3.002818795	fluidanimate	403.2	39.0	5.064	0.486	197033652	17273	77170107	6326048	5932821	197030994
3.503289055	fluidanimate	403.2	39.0	5.064	0.486	213896803	18541	82416309	6779107	6263675	213901878
3.701268312	fluidanimate	403.2	39.0	5.064	0.486	85868788	5510	39015529	2186090	2701993	85830889
0.500402444	fluidanimate	403.2	39.0	5.064	0.486	197989470	15076	79380364	6295306	5486538	198022546
1.001028121	fluidanimate	403.2	39.0	5.064	0.486	198284644	16380	75236518	6589658	5913196	198280712
1.501595360	fluidanimate	403.2	39.0	5.064	0.486	199020048	17153	75822846	6603020	6059455	199020775
2.002190412	fluidanimate	403.2	39.0	5.064	0.486	197750511	17269	75818998	6507175	6122756	197770968
2.502860101	fluidanimate	403.2	39.0	5.064	0.486	199986165	17602	78000382	6488801	6060052	199981047
3.003333744	fluidanimate	403.2	38.5	5.064	0.486	198461200	17513	77724998	6383538	6049307	198409228
3.503785094	fluidanimate	403.2	39.0	5.064	0.486	208337115	17931	80261931	6641790	6107098	208335946
3.691898058	fluidanimate	403.2	38.5	5.064	0.486	83805379	5353	38298608	2103222	2668996	83804889
0.500388953	fluidanimate	518.4	39.0	5.064	0.567	255375251	19534	100046896	7988213	6977637	255407294
1.000830771	fluidanimate	518.4	39.0	5.064	0.567	255014857	21178	95604009	8287131	7387405	255016100
1.501305558	fluidanimate	518.4	39.0	5.064	0.567	253230423	21899	95391591	8221950	7742635	253227049
