Run Duration (ms)	Benchmark	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	L1D_CACHE	L1I_CACHE	BUS_CYCLES	BUS_ACCESS_PERIPH	BR_RETURN_SPEC
4.505825536	fluidanimate	307.2	36.0	5.072	0.405	167589680	49578776	64326096	167591375	1382	2761024
4.765960995	fluidanimate	307.2	36.5	5.072	0.405	86987304	30182650	39640279	86964458	677	1332444
0.500431014	fluidanimate	403.2	36.0	5.072	0.486	202472701	65127918	80667044	202491923	1332	3405973
1.000941196	fluidanimate	403.2	36.5	5.064	0.486	201553179	57932141	75806678	201551395	1445	3293771
1.501384918	fluidanimate	403.2	36.5	5.064	0.446	201547834	59315784	76187702	201548522	1408	3312772
2.001838379	fluidanimate	403.2	36.5	5.064	0.486	202348614	60641501	77095209	202325581	1305	3365288
2.502414343	fluidanimate	403.2	36.5	5.064	0.486	203567526	63508993	78678882	203645125	1487	3434516
3.002866448	fluidanimate	403.2	36.0	5.072	0.486	201450976	63934780	78412908	201393854	1215	3423129
3.503374857	fluidanimate	403.2	36.5	5.072	0.486	216474493	63574557	81976469	216508113	1618	3565339
3.658671636	fluidanimate	403.2	36.0	5.072	0.486	71308572	26273084	33910063	71250541	515	1085729
0.500296871	fluidanimate	403.2	36.0	5.064	0.486	201219794	64498351	80048746	201239443	1400	3363542
1.000808278	fluidanimate	403.2	36.0	5.072	0.486	201723355	57985037	75957827	201722847	1312	3281647
1.501367655	fluidanimate	403.2	36.5	5.064	0.486	202335541	59883262	76906993	202335499	1314	3328194
2.002016096	fluidanimate	403.2	36.5	5.064	0.486	202145661	60794635	77377044	202121851	1339	3366118
2.502479375	fluidanimate	403.2	36.0	5.064	0.486	202866164	63386953	78574817	202886638	1371	3417409
3.003563139	fluidanimate	403.2	36.5	5.064	0.486	202395723	64198368	78896492	202403221	1202	3432575
3.504118555	fluidanimate	403.2	36.5	5.064	0.486	218945790	63970730	82579072	218976716	1577	3574970
3.651858102	fluidanimate	403.2	36.0	5.064	0.486	66176183	24996155	32181340	66113484	389	1007696
0.500420235	fluidanimate	403.2	36.5	5.072	0.486	201843617	64793217	80213680	201864290	1285	3399644
1.001017349	fluidanimate	403.2	36.0	5.064	0.486	200807389	57623256	75306759	200838560	1419	3278243
1.501583577	fluidanimate	403.2	36.0	5.064	0.486	202690585	59741104	76576139	202656470	1173	3338568
2.002045322	fluidanimate	403.2	36.0	5.064	0.486	201635480	60568304	76753958	201634399	1267	3365341
2.502631757	fluidanimate	403.2	36.0	5.072	0.526	202051047	62870951	78169677	202082469	1267	3413439
3.003178451	fluidanimate	403.2	36.0	5.064	0.486	202617838	64232879	78844274	202582970	1283	3460882
3.503769730	fluidanimate	403.2	35.5	5.064	0.486	215108577	64014945	81744353	215110580	1362	3562709
3.673361336	fluidanimate	403.2	36.0	5.064	0.486	79559370	28157066	36755081	79536010	520	1212443
0.500314376	fluidanimate	518.4	36.0	5.064	0.567	258961322	80266793	100542170	258959922	1464	4264150
1.000766412	fluidanimate	518.4	36.0	5.064	0.567	260327321	74931778	97086357	260346891	1224	4218945
1.501222509	fluidanimate	518.4	36.0	5.064	0.567	258858734	75919758	96819095	258858003	1367	4221113
2.001665012	fluidanimate	518.4	36.0	5.064	0.567	256987034	78405464	97762941	256984485	1217	4260193
2.502119442	fluidanimate	518.4	36.0	5.064	0.607	261054047	82336770	100584158	261055108	1361	4392861
2.892531285	fluidanimate	518.4	36.0	5.064	0.567	225871082	68951619	90542626	225846997	1074	3544329
0.500249510	fluidanimate	518.4	36.0	5.064	0.567	259556608	80442532	100776920	259576831	1273	4275307
1.000760797	fluidanimate	518.4	36.0	5.064	0.566	260821144	75221160	97478457	260819850	1349	4231248
1.501107964	fluidanimate	518.4	36.0	5.064	0.567	261032142	76695812	97994143	261008803	1324	4269788
2.001480392	fluidanimate	518.4	36.0	5.064	0.567	259666419	79437587	98951442	259687031	1336	4321464
2.501832038	fluidanimate	518.4	36.0	5.064	0.567	261748624	83011524	101173039	261725282	1338	4419192
2.908572560	fluidanimate	518.4	36.0	5.064	0.607	216192316	65426187	86401927	216191301	1024	3353741
0.500262198	fluidanimate	518.4	36.0	5.064	0.567	259287750	80184332	100474798	259308843	1536	4249965
1.000761433	fluidanimate	518.4	36.5	5.064	0.567	260664340	74766597	97018515	260662973	1395	4192555
1.501143529	fluidanimate	518.4	36.0	5.064	0.567	259852023	76183020	97329955	259851224	1451	4233016
2.001523177	fluidanimate	518.4	36.0	5.064	0.567	260174653	79679318	99145919	260172398	1153	4320879
2.501890948	fluidanimate	518.4	36.0	5.064	0.567	259131997	82169417	100181837	259129275	1469	4362485
2.862378981	fluidanimate	518.4	36.0	5.064	0.567	213442883	65131712	85944076	213420638	937	3336891
0.500233584	fluidanimate	614.4	36.0	5.064	0.526	306482996	92323666	116696219	306505206	1241	4944149
1.000652172	fluidanimate	614.4	36.0	5.064	0.648	308733481	88169528	114018608	308730777	1508	4932100
1.501074875	fluidanimate	614.4	36.0	5.064	0.648	308163222	91136575	115178344	308161637	1299	5003577
2.001419450	fluidanimate	614.4	36.0	5.056	0.648	307915423	94461956	116856883	307914292	1156	5084966
2.454916226	fluidanimate	614.4	36.0	5.064	0.648	303164646	92489693	119097200	303139911	1192	4762892
0.500231431	fluidanimate	614.4	36.0	5.064	0.648	307834540	93074019	117315168	307855773	1304	4988631
1.000592916	fluidanimate	614.4	36.0	5.064	0.648	307407097	87821417	113279660	307406522	1300	4921327
1.500934556	fluidanimate	614.4	36.0	5.064	0.648	309170640	91893939	115710731	309166772	1262	5053119
2.001259841	fluidanimate	614.4	36.5	5.064	0.687	308961949	95137770	116931911	308961040	1207	5114516
2.446206177	fluidanimate	614.4	36.0	5.064	0.648	298606705	91230962	117490537	298582746	1254	4712677
0.500235319	fluidanimate	614.4	36.0	5.064	0.648	307448302	92997755	117451237	307471990	1536	4951596
1.000682204	fluidanimate	614.4	36.0	5.064	0.648	309268769	88466235	114082498	309264621	1441	4913880
1.501069609	fluidanimate	614.4	36.0	5.064	0.648	308436711	91604524	115750870	308433113	1404	4998415
2.001401648	fluidanimate	614.4	36.0	5.064	0.647	310602280	95604214	117730243	310601524	1410	5106418
2.422186368	fluidanimate	614.4	36.5	5.064	0.648	283210437	86636542	111800121	283187299	1199	4438034
0.500296605	fluidanimate	710.4	36.5	5.064	0.688	356474303	105108494	133538524	356497225	1530	5657214
1.000743057	fluidanimate	710.4	36.5	5.056	0.728	359045973	102044714	131104124	359043493	1270	5682860
1.501037578	fluidanimate	710.4	36.5	5.056	0.728	359566209	106815365	133375061	359561702	1343	5781836
2.001335432	fluidanimate	710.4	36.0	5.056	0.728	372551313	111440686	139036981	372552080	1332	6013343
2.128010235	fluidanimate	710.4	36.0	5.056	0.728	101138736	32493295	44117896	101114383	357	1468328
0.500212993	fluidanimate	710.4	36.5	5.056	0.728	358387127	106085409	134437414	358409990	1415	5718992
1.000560728	fluidanimate	710.4	36.5	5.056	0.728	359996350	102003982	130919707	359994424	1268	5687902
1.500858306	fluidanimate	710.4	36.0	5.056	0.728	357993020	106153969	132553536	357990001	1155	5768073
2.001156872	fluidanimate	710.4	36.0	5.056	0.728	369537342	110591698	137811393	369534433	1391	5966190
2.130008862	fluidanimate	710.4	36.0	5.056	0.728	103293550	32957172	43714959	103270652	357	1524147
0.500209071	fluidanimate	710.4	36.5	5.056	0.728	356743837	105481937	133622948	356741919	1425	5714509
1.000633928	fluidanimate	710.4	36.0	5.056	0.728	358265263	101790587	130762041	358286195	1282	5696026
1.501009408	fluidanimate	710.4	36.0	5.056	0.728	356375499	105556995	131966118	356372983	1412	5769667
2.001308376	fluidanimate	710.4	36.5	5.056	0.728	368421897	111636373	138071720	368421745	1306	6014726
2.139364863	fluidanimate	710.4	36.5	5.056	0.728	114108719	35398714	47418428	114084526	354	1688067
0.500204993	fluidanimate	921.6	36.0	5.056	0.768	462260473	131761132	167520160	462284161	1438	7183869
1.000495300	fluidanimate	921.6	36.0	5.056	0.889	460267551	129331243	164240554	460263233	1394	7147703
1.500746283	fluidanimate	921.6	36.5	5.048	0.888	461519336	137547440	168774503	461516715	1363	7359991
1.699550644	fluidanimate	921.6	36.0	5.048	0.888	207321081	59609156	79103058	207296723	596	3052800
0.500245848	fluidanimate	921.6	36.0	5.056	0.728	457083810	130140365	165644547	457108063	1534	7068955
1.000543781	fluidanimate	921.6	36.0	5.056	0.889	463136267	130427019	165601286	463131300	1399	7183954
1.500806562	fluidanimate	921.6	36.5	5.056	0.889	462918482	137726909	169052313	462918938	1359	7355850
1.698001173	fluidanimate	921.6	36.5	5.048	0.888	205172487	59119361	78472149	205144940	555	3021504
0.500192106	fluidanimate	921.6	36.5	5.056	0.768	461971927	131415568	167116061	461969624	1385	7218095
1.000509891	fluidanimate	921.6	36.5	5.056	0.889	460933422	129327882	164039619	460961914	1376	7215755
1.500821379	fluidanimate	921.6	36.5	5.056	0.889	458222611	135696838	166486248	458214717	1572	7330723
1.724662207	fluidanimate	921.6	36.5	5.048	0.928	234161767	67730137	89036819	234135520	584	3501757
0.500177833	fluidanimate	1036.8	36.0	5.056	0.768	519277649	145086257	184730058	519303264	1523	7930370
1.000523795	fluidanimate	1036.8	36.0	5.048	0.969	523063151	145987908	184487117	523060814	1325	8049210
1.500771217	fluidanimate	1036.8	36.0	5.048	0.969	540171750	153706006	193316576	540140849	1621	8315986
1.538125097	fluidanimate	1036.8	36.5	5.048	0.969	41771131	15127906	19777947	41770998	64	580063
0.500177412	fluidanimate	1036.8	35.5	5.056	0.808	519731059	145103696	184906910	519755397	1539	7873313
1.000457065	fluidanimate	1036.8	35.5	5.048	0.969	522127284	145854443	184402665	522123997	1460	7987180
1.500712399	fluidanimate	1036.8	35.5	5.048	0.969	545282418	158795533	201357851	545289309	1666	8268445
1.519968181	fluidanimate	1036.8	36.0	5.048	0.969	21366284	6336691	7307239	21330614	84	371434
0.501029189	fluidanimate	1036.8	36.0	5.056	0.808	521536317	145126888	185276872	521560876	1637	7891689
1.001296854	fluidanimate	1036.8	36.0	5.048	0.969	517351063	143591827	181841496	517347916	1377	7877346
1.501552543	fluidanimate	1036.8	36.0	5.048	0.969	545883512	155683082	197490758	545889690	1476	8249613
1.531890364	fluidanimate	1036.8	36.0	5.048	0.969	34319861	12515076	15084218	34284662	112	576534
0.500158952	fluidanimate	1132.8	35.5	5.056	0.808	552163599	153061175	195262639	552185657	1610	8293750
1.000420667	fluidanimate	1132.8	35.5	5.048	1.009	550635016	152699314	192908496	550632801	1479	8329932
1.440524814	fluidanimate	1132.8	36.0	5.048	1.009	511491725	148406599	187501128	511464203	1274	7724196
0.500164090	fluidanimate	1132.8	35.5	5.056	0.849	552724707	153555256	195181304	552748735	1558	8456396
1.000435163	fluidanimate	1132.8	36.0	5.048	1.009	550311556	153282556	192532083	550309223	1450	8476160
1.469089111	fluidanimate	1132.8	36.0	5.048	1.009	536679862	155368104	195961241	536650530	1383	8203778
0.500229541	fluidanimate	1132.8	35.5	5.056	0.849	547802309	152101867	193677113	547825006	1642	8349845
1.000508563	fluidanimate	1132.8	35.5	5.048	1.009	547901192	152493931	191689576	547901300	1404	8407019
1.465540695	fluidanimate	1132.8	36.0	5.048	1.009	537757384	155966555	196666478	537726760	1325	8211917
0.500165089	fluidanimate	1224.0	35.5	5.048	0.969	604605809	164752016	210295206	604629821	1568	8954942
1.000433515	fluidanimate	1224.0	36.0	5.048	1.128	599203135	165187512	207640837	599202300	1396	8991305
1.342925110	fluidanimate	1224.0	36.0	5.04	1.169	436481638	124644466	158417928	436450551	988	6465113
0.500159125	fluidanimate	1224.0	36.5	5.048	1.009	601459047	163608564	208689557	601480753	1601	8874060
1.000411689	fluidanimate	1224.0	36.0	5.048	1.128	605243641	167393507	210166634	605242373	1457	9087198
1.337215411	fluidanimate	1224.0	36.0	5.04	1.169	429640123	122648486	155830668	429612125	1092	6340184
0.500158104	fluidanimate	1224.0	36.0	5.048	0.969	604038146	164595417	209660183	604062824	1498	8971554
1.000407827	fluidanimate	1224.0	36.5	5.048	1.128	602126465	166116571	208605442	602124291	1463	9073385
1.348383595	fluidanimate	1224.0	36.5	5.04	1.169	443942400	126504076	160556613	443912217	1175	6563544
0.500154321	fluidanimate	1428.0	36.5	5.04	1.33	701316412	184964162	236192087	701340844	1624	10086060
1.000460575	fluidanimate	1428.0	37.0	5.032	1.489	703109094	192085203	238876078	703105984	1436	10360295
1.189925724	fluidanimate	1428.0	36.5	5.032	1.529	288037057	78441109	102367961	288008105	802	4027132
0.500150640	fluidanimate	1428.0	36.5	5.04	1.29	704861996	187259413	238311661	704888057	1658	10265064
1.000381231	fluidanimate	1428.0	36.5	5.032	1.449	706795585	192752242	239503569	706789306	1649	10449915
1.185118862	fluidanimate	1428.0	37.0	5.032	1.489	284837600	78125845	101549343	284810062	753	4024376
0.500151592	fluidanimate	1428.0	36.5	5.04	1.169	704474101	186848112	237855802	704500151	1487	10314609
1.000391311	fluidanimate	1428.0	36.5	5.032	1.449	705310396	193273810	239980890	705307974	1705	10559138
1.195046723	fluidanimate	1428.0	37.0	5.032	1.489	297025559	81874638	106065708	296994245	743	4239975
0.500200041	fluidanimate	1479.0	37.0	5.032	1.29	723841733	190132978	242699695	723867103	1681	10377398
1.000429407	fluidanimate	1479.0	37.0	5.032	1.529	730580812	198463720	245934792	730575682	1739	10672494
1.152099162	fluidanimate	1479.0	37.5	5.024	1.607	245011934	66378760	87452108	244983742	499	3384657
0.500133694	fluidanimate	1479.0	37.0	5.032	1.368	727424924	191054021	244334605	727421305	1649	10408520
1.000374996	fluidanimate	1479.0	37.5	5.032	1.569	729291951	200113594	247717104	729318880	1460	10696068
1.145791409	fluidanimate	1479.0	37.0	5.024	1.607	236069348	62837957	84356815	236038128	611	3205294
0.500201357	fluidanimate	1479.0	37.5	5.032	1.29	727860391	192172594	244919128	727884512	1522	10601172
1.000453759	fluidanimate	1479.0	37.0	5.032	1.529	723859486	197096555	244419728	723857086	1572	10709347
1.163810825	fluidanimate	1479.0	37.5	5.024	1.607	264207145	71166243	93369496	264177626	641	3683213
0.501253846	freqmine	102.0	36.0	5.08	0.243	50095245	23886364	24706779	50113878	990	985275
1.003644958	freqmine	102.0	36.5	5.08	0.203	50799634	13713556	18933005	50798904	1034	820868
1.505390327	freqmine	102.0	36.5	5.072	0.203	49865575	13806538	18665612	49866144	1055	816680
2.007516957	freqmine	102.0	36.0	5.08	0.203	48825605	13538009	18362801	48825656	1069	797588
2.509377644	freqmine	102.0	36.0	5.08	0.203	50659637	14478761	19294596	50657543	984	839802
3.012200905	freqmine	102.0	36.0	5.08	0.203	49082053	14276256	18737913	49063475	1185	816795
3.514085606	freqmine	102.0	36.0	5.08	0.203	50305369	14429495	19097862	50322660	964	836180
4.015604728	freqmine	102.0	36.0	5.08	0.203	50249085	15006719	19331667	50249999	1217	843733
4.517310781	freqmine	102.0	36.0	5.08	0.203	49175928	14172757	18704764	49156526	1263	815124
5.019205330	freqmine	102.0	36.0	5.08	0.203	50831871	15392021	19715498	50851043	1235	861396
5.520953418	freqmine	102.0	36.0	5.08	0.203	50776359	15376289	19779902	50774289	1014	862590
6.022937607	freqmine	102.0	36.0	5.08	0.203	51116434	15171441	19648766	51117799	1125	860982
6.524605279	freqmine	102.0	36.0	5.08	0.203	50737046	15394001	19725867	50735925	1020	865717
7.026959895	freqmine	102.0	36.0	5.08	0.203	50150981	15099394	19395948	50150538	1009	853874
7.528842835	freqmine	102.0	36.0	5.08	0.203	50796706	15428790	19746608	50777780	1090	860486
8.030566034	freqmine	102.0	35.5	5.08	0.203	50769103	15828990	19963894	50787541	1055	873339
8.532029332	freqmine	102.0	36.0	5.08	0.203	50265033	15596256	19680098	50265200	1015	861818
9.033989570	freqmine	102.0	36.0	5.08	0.203	51027977	16131189	20144373	51046201	1266	882523
9.535521309	freqmine	102.0	35.5	5.08	0.203	40188454	12360131	15637024	40169658	790	678079
10.037332380	freqmine	102.0	36.0	5.08	0.203	50640006	16038146	20020161	50639426	1055	879210
10.539507990	freqmine	102.0	36.0	5.08	0.203	51032929	15941635	20022048	51031833	1157	880596
11.041324532	freqmine	102.0	36.0	5.08	0.243	50193842	16082047	19882169	50193711	1029	873129
11.543232690	freqmine	102.0	36.0	5.08	0.162	50453448	16323886	20182300	50453522	1033	881792
12.045112778	freqmine	102.0	36.0	5.072	0.162	50571285	16096004	19967766	50570713	1178	878067
12.547331883	freqmine	102.0	36.0	5.08	0.162	51191499	17075456	20675812	51191650	1082	907929
13.048972072	freqmine	102.0	36.0	5.08	0.162	50407092	16560640	20267847	50406244	1079	881156
13.550830756	freqmine	102.0	36.0	5.08	0.162	50322245	15110072	19856602	50322738	1024	849498
14.052678035	freqmine	102.0	36.0	5.08	0.162	56809137	17626236	22263234	56839200	1303	952641
14.555318561	freqmine	102.0	35.5	5.08	0.162	65986891	15216416	24074202	65957930	1472	924698
14.864016289	freqmine	102.0	35.5	5.08	0.162	32810474	11323297	15361635	32788304	763	359535
0.501202306	freqmine	102.0	35.5	5.08	0.203	51224453	24111033	25047278	51242872	1188	1005028
1.003718443	freqmine	102.0	35.5	5.08	0.203	50934343	13950446	19074350	50934942	1050	833902
1.505612016	freqmine	102.0	35.5	5.08	0.203	50790473	14040644	19070047	50790379	1153	832870
2.007930860	freqmine	102.0	36.0	5.08	0.203	50738944	14239801	19200696	50752586	1175	839246
2.509718912	freqmine	102.0	36.0	5.08	0.203	51834501	14944137	19753166	51818789	1097	864552
3.011588583	freqmine	102.0	35.5	5.08	0.203	51232954	14925034	19598351	51232991	1154	859236
3.514575256	freqmine	102.0	36.0	5.08	0.203	50220985	14689038	19285119	50221805	1025	843195
4.016705143	freqmine	102.0	35.5	5.08	0.203	50966660	15035598	19605854	50963867	1098	854018
4.518527263	freqmine	102.0	36.0	5.08	0.203	50764645	14963691	19484649	50765561	1081	850729
5.020752467	freqmine	102.0	35.5	5.08	0.203	51178383	15390801	19768217	51177651	989	870234
5.522623341	freqmine	102.0	36.0	5.08	0.203	49916924	15043077	19368066	49917636	958	842135
6.024462757	freqmine	102.0	35.5	5.08	0.203	50239938	15183445	19510676	50219938	1012	854097
6.526234308	freqmine	102.0	35.5	5.08	0.203	50892752	15070441	19485473	50911837	992	860804
7.028144927	freqmine	102.0	36.0	5.08	0.203	51607372	15687236	20020254	51605879	1081	882500
7.530134506	freqmine	102.0	35.5	5.08	0.203	51159341	15727376	19866801	51159987	1063	877513
8.032084294	freqmine	102.0	35.5	5.08	0.203	49985453	15445665	19544190	49984387	1070	857946
8.533871059	freqmine	102.0	36.0	5.08	0.203	50707607	15782441	19872122	50709869	1101	872488
9.035874861	freqmine	102.0	35.5	5.08	0.203	49541286	15323484	19352423	49556041	1119	849745
9.537526261	freqmine	102.0	35.5	5.08	0.203	51106325	16130081	20110069	51069714	1093	884594
10.039675589	freqmine	102.0	35.5	5.08	0.203	51697994	16425248	20403186	51716118	1104	894279
10.541342721	freqmine	102.0	35.5	5.08	0.203	50131820	15867406	19719724	50131729	1109	870517
11.043530803	freqmine	102.0	35.5	5.08	0.203	50219933	15804968	19778877	50220608	1033	874026
11.545328773	freqmine	102.0	35.0	5.072	0.162	50824856	16431313	20173430	50823865	1012	887641
12.047410501	freqmine	102.0	35.5	5.08	0.162	51509092	16703297	20489774	51513323	1048	903280
12.548912633	freqmine	102.0	35.5	5.08	0.162	50871684	16740190	20461215	50865551	1077	896379
13.050276171	freqmine	102.0	35.5	5.08	0.162	49669262	16432777	19967480	49651109	1006	874266
13.551956591	freqmine	102.0	36.0	5.08	0.162	50354667	16872410	20790711	50371956	1099	876867
14.053841861	freqmine	102.0	35.5	5.08	0.162	61437669	15827784	22356759	61471842	1258	978891
14.556688038	freqmine	102.0	35.0	5.08	0.162	59669545	14475868	23170952	59639727	1319	715162
14.756269736	freqmine	102.0	35.5	5.08	0.162	22132050	8122979	10148711	22109020	462	310352
0.501162064	freqmine	102.0	35.0	5.08	0.203	51191976	24061190	25150417	51210428	1247	995885
1.003363057	freqmine	102.0	35.5	5.08	0.203	50378652	13719510	18836690	50378559	1143	816498
1.505126646	freqmine	102.0	35.5	5.08	0.203	51118593	14062350	19230997	51116994	1002	829871
2.007030813	freqmine	102.0	35.5	5.08	0.203	50144218	14068398	18988341	50126058	1060	822048
2.508675495	freqmine	102.0	35.5	5.08	0.203	50718423	14551762	19334159	50736961	1229	836041
3.010819253	freqmine	102.0	35.5	5.08	0.203	50785563	14700671	19469551	50823484	1120	841999
3.512263152	freqmine	102.0	35.5	5.08	0.203	50930263	14805456	19590667	50892105	1019	848658
4.014003309	freqmine	102.0	35.5	5.08	0.203	49096262	14494763	18946916	49094855	1103	818896
4.515949305	freqmine	102.0	35.5	5.08	0.203	50345397	14863876	19390924	50345599	1014	839091
5.017702433	freqmine	102.0	35.5	5.08	0.203	51121356	15291806	19764079	51121145	1095	860696
5.519406082	freqmine	102.0	35.5	5.08	0.203	50629352	15234716	19659896	50609884	1174	848645
6.021237236	freqmine	102.0	35.5	5.08	0.203	50160637	15158605	19411953	50179333	1076	846959
6.523400636	freqmine	102.0	35.5	5.08	0.203	51484257	15304528	19888175	51482546	1108	868175
7.025115539	freqmine	102.0	35.5	5.08	0.203	49627804	15007282	19227860	49629352	1047	840352
7.527041802	freqmine	102.0	35.5	5.08	0.203	50988732	15410815	19782661	50988390	1064	856806
8.028374355	freqmine	102.0	35.5	5.08	0.203	50555212	15601212	19794255	50535327	942	863897
8.530026083	freqmine	102.0	35.5	5.08	0.203	49743343	15490828	19539318	49762491	984	847025
9.031963183	freqmine	102.0	35.5	5.08	0.203	50612339	15848046	19852595	50611556	1076	866126
9.533834240	freqmine	102.0	35.5	5.08	0.203	49791411	15655309	19608846	49791046	991	857874
10.036747509	freqmine	102.0	35.5	5.08	0.203	51770685	16389057	20439250	51770698	1094	890861
10.538219862	freqmine	102.0	35.5	5.08	0.203	50453095	15903165	19864115	50452702	1168	869259
11.041930234	freqmine	102.0	35.5	5.08	0.203	51377849	16364249	20371947	51377736	1007	888793
11.543805775	freqmine	102.0	35.5	5.072	0.162	50437904	16320169	20144969	50438290	1086	878324
12.045604285	freqmine	102.0	35.5	5.08	0.162	50843064	16524436	20334543	50840152	1048	885165
12.547452901	freqmine	102.0	35.5	5.08	0.162	51383762	16828320	20579088	51385692	1105	896957
13.049305581	freqmine	102.0	35.5	5.08	0.162	49030280	17036208	20387045	49029674	1039	873182
13.551128626	freqmine	102.0	35.5	5.08	0.162	50640219	15859041	20103164	50640399	1180	846585
14.052907192	freqmine	102.0	35.5	5.08	0.162	66109631	16331398	23766942	66108749	1241	1030625
14.555118685	freqmine	102.0	35.0	5.08	0.162	52053458	14914446	22788312	52056575	1012	546304
14.701993448	freqmine	102.0	35.5	5.08	0.203	16215839	4505166	5895215	16192226	545	270987
0.500695134	freqmine	204.0	35.5	5.08	0.325	102508270	38247803	44444509	102527122	1180	1834172
1.001779861	freqmine	204.0	35.5	5.08	0.284	102544250	28610237	38681535	102524145	1343	1667787
1.502760629	freqmine	204.0	35.5	5.08	0.284	103098010	30042520	39550151	103117891	1055	1710627
2.003680667	freqmine	204.0	35.5	5.08	0.284	102916671	30451729	39655577	102914885	1135	1718963
2.504450703	freqmine	204.0	36.0	5.08	0.284	102209768	30798465	39549642	102209364	1187	1713158
3.005258293	freqmine	204.0	35.5	5.08	0.284	103581478	31015712	39968082	103581222	1122	1733747
3.506142240	freqmine	204.0	35.5	5.08	0.284	102568623	31089873	39804509	102568378	1060	1735078
4.007080252	freqmine	204.0	35.5	5.072	0.284	103163098	32072564	40442831	103160690	1114	1756151
4.508013525	freqmine	204.0	35.5	5.08	0.284	101767110	32147627	40083463	101767888	1065	1742732
5.008969768	freqmine	204.0	35.0	5.08	0.284	102147058	32581598	40450761	102145742	1189	1759415
5.510080026	freqmine	204.0	35.5	5.08	0.284	103165141	33007965	40871242	103166010	1282	1778685
6.010868196	freqmine	204.0	35.5	5.08	0.284	102377893	33653051	41041015	102376095	1069	1784502
6.511776524	freqmine	204.0	35.5	5.08	0.284	104493344	34155703	42176280	104493192	1224	1798551
7.012722824	freqmine	204.0	35.0	5.08	0.284	122764745	32744416	48212959	122764063	1410	1653515
7.022749967	freqmine	204.0	35.5	5.08	0.284	1277853	435984	484155	1257896	17	22373
0.500643989	freqmine	204.0	35.0	5.072	0.324	101448468	37608612	43764899	101468760	1323	1794911
1.001751844	freqmine	204.0	35.0	5.072	0.284	101316896	28187625	38177538	101314976	1170	1644769
1.502720477	freqmine	204.0	35.5	5.072	0.284	102796124	29967303	39354022	102795959	1170	1698021
2.003721508	freqmine	204.0	35.0	5.072	0.324	101013812	29788272	38815705	101012417	1144	1678190
2.504805302	freqmine	204.0	35.5	5.072	0.284	102894151	30843702	39699621	102894284	1240	1713044
3.005597269	freqmine	204.0	35.0	5.072	0.324	102081280	30583742	39369118	102080400	1085	1709309
3.506412465	freqmine	204.0	35.5	5.072	0.284	102000221	30521518	39240739	101999138	1480	1704288
4.008709050	freqmine	204.0	35.5	5.072	0.284	101316185	31420727	39640467	101415188	1223	1720142
4.509498154	freqmine	204.0	35.5	5.072	0.284	102583282	32354584	40276702	102483494	1199	1751729
5.010266218	freqmine	204.0	35.5	5.072	0.284	101502434	31689491	39741342	101500952	1275	1725924
5.511229234	freqmine	204.0	35.0	5.072	0.324	102722951	33164515	40791608	102722451	1228	1776025
6.012279442	freqmine	204.0	35.5	5.072	0.284	101035332	32844696	40337269	101033578	1148	1752474
6.513261888	freqmine	204.0	35.0	5.072	0.324	102706451	34835030	42171117	102707463	1244	1794374
7.014282669	freqmine	204.0	35.5	5.072	0.284	122071277	31431881	47372374	122074552	1337	1620827
7.098075367	freqmine	204.0	35.0	5.072	0.284	18140362	5384034	7137455	18116360	274	287924
0.500543620	freqmine	204.0	35.5	5.072	0.324	100529479	37533332	43487375	100528814	1071	1795367
1.001471677	freqmine	204.0	35.5	5.072	0.284	102304116	28531119	38597802	102324290	1171	1673600
1.502692970	freqmine	204.0	35.5	5.072	0.284	102045691	29607637	38987243	102044216	1103	1692772
2.003641915	freqmine	204.0	35.0	5.072	0.324	103649630	30421388	39735666	103647630	1267	1728949
2.504617162	freqmine	204.0	35.0	5.072	0.284	88955040	26470975	34134928	88956224	1025	1479054
3.005377980	freqmine	204.0	35.0	5.072	0.324	102364952	31023796	39652635	102362801	1284	1727090
3.506362970	freqmine	204.0	35.5	5.072	0.284	101282523	30250766	38922262	101262815	1267	1701997
4.007313377	freqmine	204.0	35.5	5.072	0.446	102769738	31735901	40099703	102789106	1211	1752870
4.508328629	freqmine	204.0	35.0	5.072	0.284	102225913	32316005	40175205	102224460	1159	1754901
5.009311435	freqmine	204.0	35.5	5.072	0.284	102491265	32324082	40257202	102492296	1127	1758030
5.510307158	freqmine	204.0	35.0	5.072	0.284	102619187	32438867	40382244	102615957	1213	1768685
6.011282256	freqmine	204.0	35.5	5.072	0.284	100393936	32844647	40067946	100394837	1194	1748842
6.512075946	freqmine	204.0	35.5	5.072	0.324	103212718	33149648	41284687	103212688	1150	1787731
7.013077089	freqmine	204.0	35.5	5.072	0.324	123365439	33760703	45927012	123367672	1409	1961965
7.193037404	freqmine	204.0	35.5	5.072	0.324	39242482	12106645	18394498	39218923	518	359646
0.500491894	freqmine	307.2	35.0	5.072	0.405	153273731	51668434	62794508	153285452	1318	2620538
1.001806777	freqmine	307.2	35.5	5.072	0.405	153746933	43776297	58009521	153755066	1365	2504793
1.502536126	freqmine	307.2	35.0	5.072	0.405	154270724	45264138	58797864	154271896	1138	2548793
2.003238133	freqmine	307.2	35.0	5.072	0.405	154438415	46003321	59218206	154437216	1247	2565212
